lab_categoria,variable,pregunta,Codigo,sub_cat,Desglose,Porcentaje
Más de 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,26-34,20
No sabe/No responde,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,9999999,Edad,26-34,0
1 a 15 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,35-44,17
16 a 30 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,35-44,35
31 a 45 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,35-44,19
46 a 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,35-44,12
Más de 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,35-44,16
No sabe/No responde,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,9999999,Edad,35-44,0
1 a 15 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,45-54,18
16 a 30 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,45-54,36
31 a 45 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,45-54,17
46 a 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,45-54,12
Más de 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,45-54,18
No sabe/No responde,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,9999999,Edad,45-54,0
1 a 15 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,55-64,22
16 a 30 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,55-64,36
31 a 45 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,55-64,17
46 a 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,55-64,12
Más de 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,55-64,14
No sabe/No responde,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,9999999,Edad,55-64,0
1 a 15 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,65 y más,20
16 a 30 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,65 y más,36
31 a 45 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,65 y más,18
46 a 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,65 y más,11
Más de 60 minutos,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,65 y más,14
No sabe/No responde,tempcita_x,¿Cuánto tiempo esperó a partir del horario de su cita programada hasta que recibió consulta?,9999999,Edad,65 y más,0
Muy corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,18-25,2
Corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,18-25,4
Adecuado,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,18-25,17
Largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,18-25,47
Muy largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,18-25,29
No sé/No quiero responder,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,99,Edad,18-25,1
Muy corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,26-34,1
Corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,26-34,5
Adecuado,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,26-34,17
Largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,26-34,44
Muy largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,26-34,32
No sé/No quiero responder,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,99,Edad,26-34,0
Muy corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,35-44,2
Corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,35-44,5
Adecuado,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,35-44,21
Largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,35-44,44
Muy largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,35-44,27
No sé/No quiero responder,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,99,Edad,35-44,1
Muy corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,45-54,2
Corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,45-54,6
Adecuado,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,45-54,23
Largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,45-54,41
Muy largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,45-54,28
No sé/No quiero responder,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,99,Edad,45-54,0
Muy corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,55-64,3
Corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,55-64,7
Adecuado,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,55-64,31
Largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,55-64,39
Muy largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,55-64,20
No sé/No quiero responder,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,99,Edad,55-64,0
Muy corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,1,Edad,65 y más,2
Corto,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,2,Edad,65 y más,8
Adecuado,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,3,Edad,65 y más,31
Largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,4,Edad,65 y más,39
Muy largo,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,5,Edad,65 y más,20
No sé/No quiero responder,tempcitacalif,¿Cómo considera el tiempo de espera a partir del horario de su cita programada hasta que recibió consulta?,99,Edad,65 y más,0
1 a 15 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Edad,18-25,39
16 a 30 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Edad,18-25,26
31 a 45 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Edad,18-25,11
46 a 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Edad,18-25,8
Más de 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Edad,18-25,15
No sabe/No responde,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,9999999,Edad,18-25,0
1 a 15 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Edad,26-34,39
16 a 30 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Edad,26-34,25
31 a 45 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Edad,26-34,11
46 a 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Edad,26-34,8
Más de 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Edad,26-34,17
No sabe/No responde,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,9999999,Edad,26-34,0
1 a 15 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Edad,35-44,44
16 a 30 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Edad,35-44,25
31 a 45 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Edad,35-44,10
46 a 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Edad,35-44,8
Más de 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Edad,35-44,13
No sabe/No responde,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,9999999,Edad,35-44,0
1 a 15 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Edad,45-54,44
16 a 30 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Edad,45-54,27
31 a 45 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Edad,45-54,10
46 a 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,4,Edad,45-54,7
Más de 60 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,5,Edad,45-54,12
No sabe/No responde,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,9999999,Edad,45-54,0
1 a 15 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,1,Edad,55-64,48
16 a 30 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,2,Edad,55-64,27
31 a 45 minutos,tempcita_2_x,¿Cuánto tiempo esperó desde que entregó su cartilla de salud a la asistente médica hasta que recibió consulta?,3,Edad,55-64,10
